route_key	major	minor	n_events	n_blocks	min_loss	blocks
7_7.56782	7	7	12	0	-1	
7_7.56783	7	7	12	0	-1	
7_7.56784	7	7	12	1	1	4+4/1
7_7.56785	7	7	12	1	1	4+4/1
7_7.56786	7	7	12	1	1	4+4/1
7_7.56787	7	7	12	1	1	4+4/1
7_7.56788	7	7	12	1	1	4+4/1
7_7.56789	7	7	12	1	1	4+4/1
7_7.5679	7	7	12	2	0	1+2/0;2+2/1
7_7.56790	7	7	12	1	1	4+4/1
7_7.56791	7	7	12	1	1	4+4/1
7_7.56792	7	7	12	1	1	4+4/1
7_7.56793	7	7	12	1	1	4+4/1
7_7.56794	7	7	12	1	1	4+4/1
7_7.56795	7	7	12	1	1	4+4/1
7_7.56796	7	7	12	1	1	4+4/1
7_7.56797	7	7	12	1	1	4+4/1
7_7.56798	7	7	12	1	1	4+4/1
7_7.56799	7	7	12	1	1	4+4/1
7_7.568	7	7	12	1	1	2+2/1
7_7.5680	7	7	12	3	0	1+2/0;2+2/1;3+3/1
7_7.56800	7	7	12	1	1	4+4/1
7_7.56801	7	7	12	1	1	4+4/1
7_7.56802	7	7	12	1	1	4+4/1
7_7.56803	7	7	12	1	1	4+4/1
7_7.56804	7	7	12	1	1	4+4/1
7_7.56805	7	7	12	1	1	4+4/1
7_7.56806	7	7	12	1	1	4+4/1
7_7.56807	7	7	12	1	1	4+4/1
7_7.56808	7	7	12	1	1	4+4/1
7_7.56809	7	7	12	1	1	4+4/1
7_7.5681	7	7	12	3	0	1+2/0;2+2/1;3+3/1
7_7.56810	7	7	12	1	1	4+4/1
7_7.56811	7	7	12	1	1	4+4/1
7_7.56812	7	7	12	1	1	4+4/1
7_7.56813	7	7	12	0	-1	
7_7.56814	7	7	12	0	-1	
7_7.56815	7	7	12	0	-1	
7_7.56816	7	7	12	0	-1	
7_7.56817	7	7	12	0	-1	
7_7.56818	7	7	12	0	-1	
7_7.56819	7	7	12	0	-1	
7_7.5682	7	7	12	2	0	1+2/0;2+2/1
7_7.56820	7	7	12	0	-1	
7_7.56821	7	7	12	0	-1	
7_7.56822	7	7	12	0	-1	
7_7.56823	7	7	12	0	-1	
7_7.56824	7	7	12	0	-1	
7_7.56825	7	7	12	0	-1	
7_7.56826	7	7	12	0	-1	
7_7.56827	7	7	12	0	-1	
7_7.56828	7	7	12	0	-1	
7_7.56829	7	7	12	0	-1	
7_7.5683	7	7	12	2	0	1+2/0;2+2/1
7_7.56830	7	7	12	0	-1	
7_7.56831	7	7	12	0	-1	
7_7.56832	7	7	12	0	-1	
7_7.56833	7	7	12	0	-1	
7_7.56834	7	7	12	0	-1	
7_7.56835	7	7	12	0	-1	
7_7.56836	7	7	12	0	-1	
7_7.56837	7	7	12	0	-1	
7_7.56838	7	7	12	0	-1	
7_7.56839	7	7	12	0	-1	
7_7.5684	7	7	12	2	0	1+2/0;2+2/1
7_7.56840	7	7	12	0	-1	
7_7.56841	7	7	12	0	-1	
7_7.56842	7	7	12	0	-1	
7_7.56843	7	7	12	0	-1	
7_7.56844	7	7	12	0	-1	
7_7.56845	7	7	12	0	-1	
7_7.56846	7	7	12	0	-1	
7_7.56847	7	7	12	0	-1	
7_7.56848	7	7	12	0	-1	
7_7.56849	7	7	12	0	-1	
7_7.5685	7	7	12	2	0	1+2/0;2+2/1
7_7.56850	7	7	12	0	-1	
7_7.56851	7	7	12	0	-1	
7_7.56852	7	7	12	0	-1	
7_7.56853	7	7	12	0	-1	
7_7.56854	7	7	12	0	-1	
7_7.56855	7	7	12	0	-1	
7_7.56856	7	7	12	0	-1	
7_7.56857	7	7	12	0	-1	
7_7.56858	7	7	12	0	-1	
7_7.56859	7	7	12	0	-1	
7_7.5686	7	7	12	3	0	1+2/0;2+2/1;5+5/1
7_7.56860	7	7	12	0	-1	
7_7.56861	7	7	12	0	-1	
7_7.56862	7	7	12	0	-1	
7_7.56863	7	7	12	0	-1	
7_7.56864	7	7	12	0	-1	
7_7.56865	7	7	12	0	-1	
7_7.56866	7	7	12	0	-1	
7_7.56867	7	7	12	0	-1	
7_7.56868	7	7	12	0	-1	
7_7.56869	7	7	12	0	-1	
7_7.5687	7	7	12	4	0	1+2/0;2+2/1;3+3/1;5+5/1
7_7.56870	7	7	12	0	-1	
7_7.56871	7	7	12	0	-1	
7_7.56872	7	7	12	0	-1	
7_7.56873	7	7	12	0	-1	
7_7.56874	7	7	12	0	-1	
7_7.56875	7	7	12	0	-1	
7_7.56876	7	7	12	0	-1	
7_7.56877	7	7	12	0	-1	
7_7.56878	7	7	12	0	-1	
7_7.56879	7	7	12	0	-1	
7_7.5688	7	7	12	3	0	1+2/0;2+2/1;3+3/1
7_7.56880	7	7	12	0	-1	
7_7.56881	7	7	12	0	-1	
7_7.56882	7	7	12	0	-1	
7_7.56883	7	7	12	0	-1	
7_7.56884	7	7	12	0	-1	
7_7.56885	7	7	12	0	-1	
7_7.56886	7	7	12	0	-1	
7_7.56887	7	7	12	0	-1	
7_7.56888	7	7	12	0	-1	
7_7.56889	7	7	12	0	-1	
7_7.5689	7	7	12	3	0	1+2/0;2+2/1;3+3/1
7_7.56890	7	7	12	0	-1	
7_7.56891	7	7	12	0	-1	
7_7.56892	7	7	12	0	-1	
7_7.56893	7	7	12	0	-1	
7_7.56894	7	7	12	0	-1	
7_7.56895	7	7	12	0	-1	
7_7.56896	7	7	12	0	-1	
7_7.56897	7	7	12	0	-1	
7_7.56898	7	7	12	0	-1	
7_7.56899	7	7	12	0	-1	
7_7.569	7	7	12	2	1	2+2/1;5+5/1
7_7.5690	7	7	12	5	0	1+2/0;2+2/1;3+3/1;3+4/0;5+5/1
7_7.56900	7	7	12	0	-1	
7_7.56901	7	7	12	0	-1	
7_7.56902	7	7	12	0	-1	
7_7.56903	7	7	12	0	-1	
7_7.56904	7	7	12	0	-1	
7_7.56905	7	7	12	0	-1	
7_7.56906	7	7	12	0	-1	
7_7.56907	7	7	12	0	-1	
7_7.56908	7	7	12	0	-1	
7_7.56909	7	7	12	0	-1	
7_7.5691	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.56910	7	7	12	0	-1	
7_7.56911	7	7	12	0	-1	
7_7.56912	7	7	12	0	-1	
7_7.56913	7	7	12	0	-1	
7_7.56914	7	7	12	0	-1	
7_7.56915	7	7	12	0	-1	
7_7.56916	7	7	12	0	-1	
7_7.56917	7	7	12	0	-1	
7_7.56918	7	7	12	0	-1	
7_7.56919	7	7	12	0	-1	
7_7.5692	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.56920	7	7	12	0	-1	
7_7.56921	7	7	12	0	-1	
7_7.56922	7	7	12	0	-1	
7_7.56923	7	7	12	0	-1	
7_7.56924	7	7	12	0	-1	
7_7.56925	7	7	12	0	-1	
7_7.56926	7	7	12	0	-1	
7_7.56927	7	7	12	0	-1	
7_7.56928	7	7	12	0	-1	
7_7.56929	7	7	12	0	-1	
7_7.5693	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.56930	7	7	12	0	-1	
7_7.56931	7	7	12	0	-1	
7_7.56932	7	7	12	0	-1	
7_7.56933	7	7	12	0	-1	
7_7.56934	7	7	12	0	-1	
7_7.56935	7	7	12	0	-1	
7_7.56936	7	7	12	0	-1	
7_7.56937	7	7	12	0	-1	
7_7.56938	7	7	12	0	-1	
7_7.56939	7	7	12	0	-1	
7_7.5694	7	7	12	5	0	1+2/0;2+2/1;2+3/0;3+3/1;3+4/0
7_7.56940	7	7	12	0	-1	
7_7.56941	7	7	12	0	-1	
7_7.56942	7	7	12	0	-1	
7_7.56943	7	7	12	0	-1	
7_7.56944	7	7	12	0	-1	
7_7.56945	7	7	12	0	-1	
7_7.56946	7	7	12	0	-1	
7_7.56947	7	7	12	0	-1	
7_7.56948	7	7	12	0	-1	
7_7.56949	7	7	12	0	-1	
7_7.5695	7	7	12	2	0	1+2/0;2+2/1
7_7.56950	7	7	12	0	-1	
7_7.56951	7	7	12	0	-1	
7_7.56952	7	7	12	0	-1	
7_7.56953	7	7	12	0	-1	
7_7.56954	7	7	12	0	-1	
7_7.56955	7	7	12	0	-1	
7_7.56956	7	7	12	0	-1	
7_7.56957	7	7	12	0	-1	
7_7.56958	7	7	12	0	-1	
7_7.56959	7	7	12	0	-1	
7_7.5696	7	7	12	2	0	1+2/0;2+2/1
7_7.56960	7	7	12	0	-1	
7_7.56961	7	7	12	0	-1	
7_7.56962	7	7	12	0	-1	
7_7.56963	7	7	12	0	-1	
7_7.56964	7	7	12	0	-1	
7_7.56965	7	7	12	0	-1	
7_7.56966	7	7	12	0	-1	
7_7.56967	7	7	12	0	-1	
7_7.56968	7	7	12	0	-1	
7_7.56969	7	7	12	0	-1	
7_7.5697	7	7	12	3	0	1+2/0;2+2/1;5+5/1
7_7.56970	7	7	12	0	-1	
7_7.56971	7	7	12	0	-1	
7_7.56972	7	7	12	0	-1	
7_7.56973	7	7	12	0	-1	
7_7.56974	7	7	12	0	-1	
7_7.56975	7	7	12	0	-1	
7_7.56976	7	7	12	0	-1	
7_7.56977	7	7	12	0	-1	
7_7.56978	7	7	12	0	-1	
7_7.56979	7	7	12	0	-1	
7_7.5698	7	7	12	2	0	1+2/0;2+2/1
7_7.56980	7	7	12	0	-1	
7_7.56981	7	7	12	0	-1	
7_7.56982	7	7	12	0	-1	
7_7.56983	7	7	12	0	-1	
7_7.56984	7	7	12	0	-1	
7_7.56985	7	7	12	0	-1	
7_7.56986	7	7	12	0	-1	
7_7.56987	7	7	12	1	1	4+4/1
7_7.56988	7	7	12	1	1	4+4/1
7_7.56989	7	7	12	1	1	4+4/1
7_7.5699	7	7	12	3	0	1+2/0;2+2/1;5+5/1
7_7.56990	7	7	12	1	1	4+4/1
7_7.56991	7	7	12	1	1	4+4/1
7_7.56992	7	7	12	1	1	4+4/1
7_7.56993	7	7	12	1	1	4+4/1
7_7.56994	7	7	12	1	1	4+4/1
7_7.56995	7	7	12	1	1	4+4/1
7_7.56996	7	7	12	1	1	4+4/1
7_7.56997	7	7	12	1	1	4+4/1
7_7.56998	7	7	12	1	1	4+4/1
7_7.56999	7	7	12	1	1	4+4/1
7_7.57	7	7	12	1	1	2+2/1
7_7.570	7	7	12	1	1	2+2/1
7_7.5700	7	7	12	3	0	1+2/0;2+2/1;3+3/1
7_7.57000	7	7	12	1	1	4+4/1
7_7.57001	7	7	12	1	1	4+4/1
7_7.57002	7	7	12	1	1	4+4/1
7_7.57003	7	7	12	1	1	4+4/1
7_7.57004	7	7	12	1	1	4+4/1
7_7.57005	7	7	12	1	1	4+4/1
7_7.57006	7	7	12	1	1	4+4/1
7_7.57007	7	7	12	1	1	4+4/1
7_7.57008	7	7	12	1	1	4+4/1
7_7.57009	7	7	12	1	1	4+4/1
7_7.5701	7	7	12	3	0	1+2/0;2+2/1;3+3/1
7_7.57010	7	7	12	1	1	4+4/1
7_7.57011	7	7	12	1	1	4+4/1
7_7.57012	7	7	12	1	1	4+4/1
7_7.57013	7	7	12	1	1	4+4/1
7_7.57014	7	7	12	1	1	4+4/1
7_7.57015	7	7	12	1	1	4+4/1
7_7.57016	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57017	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57018	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57019	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.5702	7	7	12	2	0	1+2/0;2+2/1
7_7.57020	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57021	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57022	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57023	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57024	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57025	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57026	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57027	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57028	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57029	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.5703	7	7	12	2	0	1+2/0;2+2/1
7_7.57030	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57031	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57032	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57033	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57034	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57035	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57036	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57037	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57038	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57039	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.5704	7	7	12	2	0	1+2/0;2+2/1
7_7.57040	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57041	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57042	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57043	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57044	7	7	12	3	0	3+3/1;3+4/0;4+4/1
7_7.57045	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57046	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57047	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57048	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57049	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.5705	7	7	12	3	0	1+2/0;2+2/1;5+5/1
7_7.57050	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57051	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57052	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57053	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57054	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57055	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57056	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57057	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57058	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57059	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.5706	7	7	12	2	0	1+2/0;2+2/1
7_7.57060	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57061	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57062	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57063	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57064	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57065	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57066	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57067	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57068	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57069	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.5707	7	7	12	2	0	1+2/0;2+2/1
7_7.57070	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57071	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57072	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57073	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57074	7	7	12	1	1	2+2/1
7_7.57075	7	7	12	1	1	2+2/1
7_7.57076	7	7	12	1	1	2+2/1
7_7.57077	7	7	12	1	1	2+2/1
7_7.57078	7	7	12	1	1	2+2/1
7_7.57079	7	7	12	1	1	2+2/1
7_7.5708	7	7	12	2	0	1+2/0;2+2/1
7_7.57080	7	7	12	1	1	2+2/1
7_7.57081	7	7	12	1	1	2+2/1
7_7.57082	7	7	12	1	1	2+2/1
7_7.57083	7	7	12	1	1	2+2/1
7_7.57084	7	7	12	1	1	2+2/1
7_7.57085	7	7	12	1	1	2+2/1
7_7.57086	7	7	12	1	1	2+2/1
7_7.57087	7	7	12	1	1	2+2/1
7_7.57088	7	7	12	1	1	2+2/1
7_7.57089	7	7	12	1	1	2+2/1
7_7.5709	7	7	12	2	0	1+2/0;2+2/1
7_7.57090	7	7	12	1	1	2+2/1
7_7.57091	7	7	12	1	1	2+2/1
7_7.57092	7	7	12	1	1	2+2/1
7_7.57093	7	7	12	1	1	2+2/1
7_7.57094	7	7	12	1	1	2+2/1
7_7.57095	7	7	12	1	1	2+2/1
7_7.57096	7	7	12	1	1	2+2/1
7_7.57097	7	7	12	1	1	2+2/1
7_7.57098	7	7	12	1	1	2+2/1
7_7.57099	7	7	12	1	1	2+2/1
7_7.571	7	7	12	1	1	2+2/1
7_7.5710	7	7	12	2	0	1+2/0;2+2/1
7_7.57100	7	7	12	1	1	2+2/1
7_7.57101	7	7	12	1	1	2+2/1
7_7.57102	7	7	12	1	1	2+2/1
7_7.57103	7	7	12	1	1	2+2/1
7_7.57104	7	7	12	1	1	2+2/1
7_7.57105	7	7	12	1	1	2+2/1
7_7.57106	7	7	12	1	1	2+2/1
7_7.57107	7	7	12	1	1	2+2/1
7_7.57108	7	7	12	1	1	2+2/1
7_7.57109	7	7	12	1	1	2+2/1
7_7.5711	7	7	12	2	0	1+2/0;2+2/1
7_7.57110	7	7	12	1	1	2+2/1
7_7.57111	7	7	12	1	1	2+2/1
7_7.57112	7	7	12	1	1	2+2/1
7_7.57113	7	7	12	1	1	2+2/1
7_7.57114	7	7	12	1	1	2+2/1
7_7.57115	7	7	12	1	1	2+2/1
7_7.57116	7	7	12	1	1	2+2/1
7_7.57117	7	7	12	1	1	2+2/1
7_7.57118	7	7	12	1	1	2+2/1
7_7.57119	7	7	12	1	1	2+2/1
7_7.5712	7	7	12	2	0	1+2/0;2+2/1
7_7.57120	7	7	12	1	1	2+2/1
7_7.57121	7	7	12	1	1	2+2/1
7_7.57122	7	7	12	1	1	2+2/1
7_7.57123	7	7	12	1	1	2+2/1
7_7.57124	7	7	12	1	1	2+2/1
7_7.57125	7	7	12	1	1	2+2/1
7_7.57126	7	7	12	1	1	2+2/1
7_7.57127	7	7	12	1	1	2+2/1
7_7.57128	7	7	12	1	1	2+2/1
7_7.57129	7	7	12	1	1	2+2/1
7_7.5713	7	7	12	3	0	1+2/0;2+2/1;3+3/1
7_7.57130	7	7	12	1	1	2+2/1
7_7.57131	7	7	12	1	1	2+2/1
7_7.57132	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57133	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57134	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57135	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57136	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57137	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57138	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57139	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.5714	7	7	12	3	0	1+2/0;2+2/1;3+3/1
7_7.57140	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57141	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57142	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57143	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57144	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57145	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57146	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57147	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57148	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57149	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.5715	7	7	12	2	0	1+2/0;2+2/1
7_7.57150	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57151	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57152	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57153	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57154	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57155	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57156	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57157	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57158	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57159	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.5716	7	7	12	2	0	1+2/0;2+2/1
7_7.57160	7	7	12	3	0	2+2/1;3+3/1;3+4/0
7_7.57161	7	7	12	1	1	2+2/1
7_7.57162	7	7	12	1	1	2+2/1
7_7.57163	7	7	12	1	1	2+2/1
7_7.57164	7	7	12	1	1	2+2/1
7_7.57165	7	7	12	1	1	2+2/1
7_7.57166	7	7	12	1	1	2+2/1
7_7.57167	7	7	12	1	1	2+2/1
7_7.57168	7	7	12	1	1	2+2/1
7_7.57169	7	7	12	1	1	2+2/1
7_7.5717	7	7	12	2	0	1+2/0;2+2/1
7_7.57170	7	7	12	1	1	2+2/1
7_7.57171	7	7	12	1	1	2+2/1
7_7.57172	7	7	12	1	1	2+2/1
7_7.57173	7	7	12	1	1	2+2/1
7_7.57174	7	7	12	1	1	2+2/1
7_7.57175	7	7	12	1	1	2+2/1
7_7.57176	7	7	12	1	1	2+2/1
7_7.57177	7	7	12	1	1	2+2/1
7_7.57178	7	7	12	1	1	2+2/1
7_7.57179	7	7	12	1	1	2+2/1
7_7.5718	7	7	12	2	0	1+2/0;2+2/1
7_7.57180	7	7	12	1	1	2+2/1
7_7.57181	7	7	12	1	1	2+2/1
7_7.57182	7	7	12	1	1	2+2/1
7_7.57183	7	7	12	1	1	2+2/1
7_7.57184	7	7	12	1	1	2+2/1
7_7.57185	7	7	12	1	1	2+2/1
7_7.57186	7	7	12	1	1	2+2/1
7_7.57187	7	7	12	1	1	2+2/1
7_7.57188	7	7	12	1	1	2+2/1
7_7.57189	7	7	12	1	1	2+2/1
7_7.5719	7	7	12	3	0	1+2/0;2+2/1;5+5/1
7_7.57190	7	7	12	1	1	2+2/1
7_7.57191	7	7	12	1	1	2+2/1
7_7.57192	7	7	12	1	1	2+2/1
7_7.57193	7	7	12	1	1	2+2/1
7_7.57194	7	7	12	1	1	2+2/1
7_7.57195	7	7	12	1	1	2+2/1
7_7.57196	7	7	12	1	1	2+2/1
7_7.57197	7	7	12	1	1	2+2/1
7_7.57198	7	7	12	1	1	2+2/1
7_7.57199	7	7	12	1	1	2+2/1
7_7.572	7	7	12	2	1	2+2/1;4+4/1
7_7.5720	7	7	12	4	0	1+2/0;2+2/1;3+3/1;5+5/1
7_7.57200	7	7	12	1	1	2+2/1
7_7.57201	7	7	12	1	1	2+2/1
7_7.57202	7	7	12	1	1	2+2/1
7_7.57203	7	7	12	1	1	2+2/1
7_7.57204	7	7	12	1	1	2+2/1
7_7.57205	7	7	12	1	1	2+2/1
7_7.57206	7	7	12	1	1	2+2/1
7_7.57207	7	7	12	1	1	2+2/1
7_7.57208	7	7	12	1	1	2+2/1
7_7.57209	7	7	12	1	1	2+2/1
7_7.5721	7	7	12	3	0	1+2/0;2+2/1;3+3/1
7_7.57210	7	7	12	1	1	2+2/1
7_7.57211	7	7	12	1	1	2+2/1
7_7.57212	7	7	12	1	1	2+2/1
7_7.57213	7	7	12	1	1	2+2/1
7_7.57214	7	7	12	1	1	2+2/1
7_7.57215	7	7	12	1	1	2+2/1
7_7.57216	7	7	12	1	1	2+2/1
7_7.57217	7	7	12	1	1	2+2/1
7_7.57218	7	7	12	1	1	2+2/1
7_7.57219	7	7	12	1	1	2+2/1
7_7.5722	7	7	12	3	0	1+2/0;2+2/1;3+3/1
7_7.57220	7	7	12	1	1	2+2/1
7_7.57221	7	7	12	1	1	2+2/1
7_7.57222	7	7	12	1	1	2+2/1
7_7.57223	7	7	12	1	1	2+2/1
7_7.57224	7	7	12	1	1	2+2/1
7_7.57225	7	7	12	1	1	2+2/1
7_7.57226	7	7	12	1	1	2+2/1
7_7.57227	7	7	12	1	1	2+2/1
7_7.57228	7	7	12	1	1	2+2/1
7_7.57229	7	7	12	1	1	2+2/1
7_7.5723	7	7	12	5	0	1+2/0;2+2/1;3+3/1;3+4/0;5+5/1
7_7.57230	7	7	12	1	1	2+2/1
7_7.57231	7	7	12	1	1	2+2/1
7_7.57232	7	7	12	1	1	2+2/1
7_7.57233	7	7	12	1	1	2+2/1
7_7.57234	7	7	12	1	1	2+2/1
7_7.57235	7	7	12	1	1	2+2/1
7_7.57236	7	7	12	1	1	2+2/1
7_7.57237	7	7	12	1	1	2+2/1
7_7.57238	7	7	12	1	1	2+2/1
7_7.57239	7	7	12	1	1	2+2/1
7_7.5724	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.57240	7	7	12	1	1	2+2/1
7_7.57241	7	7	12	1	1	2+2/1
7_7.57242	7	7	12	1	1	2+2/1
7_7.57243	7	7	12	1	1	2+2/1
7_7.57244	7	7	12	1	1	2+2/1
7_7.57245	7	7	12	1	1	2+2/1
7_7.57246	7	7	12	1	1	2+2/1
7_7.57247	7	7	12	1	1	2+2/1
7_7.57248	7	7	12	1	1	2+2/1
7_7.57249	7	7	12	1	1	2+2/1
7_7.5725	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.57250	7	7	12	1	1	2+2/1
7_7.57251	7	7	12	1	1	2+2/1
7_7.57252	7	7	12	1	1	2+2/1
7_7.57253	7	7	12	1	1	2+2/1
7_7.57254	7	7	12	1	1	2+2/1
7_7.57255	7	7	12	1	1	2+2/1
7_7.57256	7	7	12	1	1	2+2/1
7_7.57257	7	7	12	1	1	2+2/1
7_7.57258	7	7	12	1	1	2+2/1
7_7.57259	7	7	12	1	1	2+2/1
7_7.5726	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.57260	7	7	12	1	1	2+2/1
7_7.57261	7	7	12	1	1	2+2/1
7_7.57262	7	7	12	1	1	2+2/1
7_7.57263	7	7	12	1	1	2+2/1
7_7.57264	7	7	12	1	1	2+2/1
7_7.57265	7	7	12	1	1	2+2/1
7_7.57266	7	7	12	1	1	2+2/1
7_7.57267	7	7	12	1	1	2+2/1
7_7.57268	7	7	12	1	1	2+2/1
7_7.57269	7	7	12	1	1	2+2/1
7_7.5727	7	7	12	5	0	1+2/0;2+2/1;2+3/0;3+3/1;3+4/0
7_7.57270	7	7	12	1	1	2+2/1
7_7.57271	7	7	12	1	1	2+2/1
7_7.57272	7	7	12	1	1	2+2/1
7_7.57273	7	7	12	1	1	2+2/1
7_7.57274	7	7	12	1	1	2+2/1
7_7.57275	7	7	12	1	1	2+2/1
7_7.57276	7	7	12	1	1	2+2/1
7_7.57277	7	7	12	0	-1	
7_7.57278	7	7	12	0	-1	
7_7.57279	7	7	12	0	-1	
7_7.5728	7	7	12	2	0	1+2/0;2+2/1
7_7.57280	7	7	12	0	-1	
7_7.57281	7	7	12	0	-1	
7_7.57282	7	7	12	0	-1	
7_7.57283	7	7	12	0	-1	
7_7.57284	7	7	12	0	-1	
7_7.57285	7	7	12	0	-1	
7_7.57286	7	7	12	0	-1	
7_7.57287	7	7	12	0	-1	
7_7.57288	7	7	12	0	-1	
7_7.57289	7	7	12	0	-1	
7_7.5729	7	7	12	2	0	1+2/0;2+2/1
7_7.57290	7	7	12	0	-1	
7_7.57291	7	7	12	0	-1	
7_7.57292	7	7	12	0	-1	
7_7.57293	7	7	12	0	-1	
7_7.57294	7	7	12	0	-1	
7_7.57295	7	7	12	0	-1	
